OLD NAME,"NEW NAME (""NA"" to Delete)",COMMENT
JARCZYC G,JARCZYK G,
JARCYZK G,JARCZYK G,
JASPER,JASPERS K,
JASPERS,JASPERS K,
YASPERS K,JASPERS K,
JAY,JAY M,
MARC JEANNEROD,JEANNEROD M,
JEANROND,JEANROND W,
JIMENEZ MORENO LUIS,JIMENEZMORENO L,
JOHANSSOG,JOHANSSON G,Checked paper
JOHNSSON I,JOHANSSON I,checked paper
DAMASCUS,JOHN OF DAMASCUS,
JOHN DAMASCUS,JOHN OF DAMASCUS,
OF DAMASCUS JOHN,JOHN OF DAMASCUS,
JOHN STTHOMAS,JOHN OF ST THOMAS,
"CROSS JOHN OF THE	CROSS J",JOHN OF THE CROSS,
DE LA CROIX JEAN,JOHN OF THE CROSS,
JOHN OF THE CROSS,JOHN OF THE CROSS,
JOHN PAUL II,JOHN PAUL II,
JOHNSONS GALEN,JOHNSON G,
JONAS,JONAS H,
JONAS PHILOSOPHTE,JONAS H,
JONASOVE H,JONAS H,Russian declension
JONES,JONES A,"There's also a reference to a dictionary in this ""Jones""."
JOUMIER PAR LAURENT,JOUMIER L,
JULIA,JULIA V,
JUNG,JUNG C,
KACHERAUSKAS T,KACERAUSKAS T,
KALARIPARAMBAL T,KALARIPARAMBIL T,
KANDELSCHWARZJESSELL,KANDEL E,"First author of a book by Kandel, Schwarz and Jesell"
IMMANUEL KANT,KANT I,
KANT,KANT I,
KANT E,KANT I,
KANT EMMANUEL,KANT I,
KANT KANTAS I,KANT I,
KANT MANUEL,KANT I,
KANT PROBLEM METAPHY,KANT I,
KANTS,KANT I,
KANTT,KANT I,
KARIEL,KARIEL H,
KASHER,KASHER H,
KAUFMANN,KAUFMANN FE,
KAUFMANN FELIX,KAUFMANN FE,
KAUFMANN FRITZ,KAUFMANN FR,
JOHN KEATS,KEATS J,
KELLNER,KELLNER M,
KENNY,KENNY C,Courtney
KERR,KERR F,
KETTNER,KETTNER M,
KIERKEGAARD,KIERKEGAARD S,
KIERKEGAARDIAN A,KIERKEGAARD S,
KIERKEGAARDS,KIERKEGAARD S,
KIERKEGAARD BS,KIERKEGAARD S,
KIRKEGAARD S,KIERKEGAARD S,
KIMMERLE,KIMMERLE H,
BIN KIMURA,KIMURA B,
BINKIMURA,KIMURA B,
KINKAID J,KINCAID J,
KIRK,KIRK G,
KIRSCHNER,KIRSCHNER S,
KIRSCH D,KIRSH D,
KIESEL THEODORE,KISIEL T,
KIESIEL TH,KISIEL T,
KISIELS T,KISIEL T,
KLE PAUL,KLEE P,
KLEIN,KLEIN K,
KLEINTE,KLEIN T,
ANCHE MKLINE,KLINE M,
KNABENSCHUH DE PORTA SABINE,KNABENSCHUH S,
KNOX,KNOX T,
KOCH KRISTOF,KOCH C,
KOCHPIETTRE VOIR RENEE,KOCHPIETTRE R,
KOFKA K,KOFFKA K,
KOEHLER W,KOHLER W,
KOLHER W,KOHLER W,
KOLMOGOROFF A,KOLMOGOROV A,
KOLNAIS,KOLNAIS,Not on references
KON SPRUL BLO GROS MTHA YAS,KONGTRUL J,
KOSKEY JEFFERY,KOSKY J,
KOSKY,KOSKY J,
KRAFT,KRAFT J,
KREIS,"KREIS, G",
DAVID FKRELL,KRELL D,
KRELL DK,KRELL DK,
KREMER MARIETTI A,KREMERMARIETTI A,
KRESS,KRESS P,
KRIEGEL,KRIEGEL U,
KRIJNEN ,KRIJNEN C,
KRIKPE S,KRIPKE S,
KRONER,KRONER R,
KRUGLANSAW,KRUGLANSKI A,
KUJAWSKI,KUJAWSKI G,
LA BARRE W,LABARRE W,
LABARRIER PJ,LABARRIERE P,
LABARRIERE DJ,LABARRIERE P,
LABARRIERE JP,LABARRIERE P,
LABARRIERRE PJ,LABARRIERE P,
LABRRIERE PJ,LABARRIERE P,
LA BERGE S,LABERGE S,
JACQUES LACAN,LACAN J,
LACAN,LACAN J,
LA CAZE MARGUERITE,LACAZE M,
LACOSTE,LACOSTE J,
LACOUE LABARTHE PHILIPPE,LACOUELABARTHE P,
LACOUELABARTHA P,LACOUELABARTHE P,
LACOUELARBARTHE P,LACOUELABARTHE P,
LAFONT,LAFONT C,
LA FORGIA M,LAFORGIA M,
LAGA,LAGA C,
LA GUARDIA F,LAGUARDIA F,
LAIN ENTRALGO PEDRO,LAINENTRALGO P,
LAKOFF J,LAKOFF G,
LAMBERT,LAMBERT J,
LANCIANI,LANCIANI A,
LAND,LAND N,
LANDGRABE L,LANDGREBE L,
LANDGREBE,LANDGREBE L,
LANDGREBE SL,LANDGREBE L,
LANDGREBL,LANDGREBE L,
LANDGREDE L,LANDGREBE L,
LUDWIG LANDGREBE,LANDGREBE L,
LANDSHUT,LANDSHUT S,
LANGLE DE PAZ T,LANGLEDEPAZ T,
LANGLE DE PAZ TERESA,LANGLEDEPAZ T,
LAPLANCHE,LAPLANCHE J,
LAPSHIN,LAPSHIN I,
LA ROCCA CLAUDIO,LAROCCA C,
LA ROCHEFOUCAULD F,LAROCHEFOUCAULD F,
LA TORRE M,LATORRE M,
LAUER,LAUER G,
AUN H,LAUN H,
LA VALLEE POUSSIN LOUIS DE,LAVALLEPOUSSIN L,
LE CORBUSIER,LE CORBUSIER,
LEAR COMPARE JONATHAN,LEAR J,
LE BIANIC THOMAS,LEBIANIC T,
LE BIHAN SOAZIG,LEBIHAN S,
LE BLANC G,LEBLANC G,
LE BLANC GUILLAUME,LEBLANC G,
LE BON G,LEBON G,
LE BON GUSTAVE,LEBON G,
LE BOT MARC,LEBOT M,
LE BOULLUEC A,LEBOULLUEC A,
LE BOULLUEC ALAIN,LEBOULLUEC A,
LE BRETON D,LEBRETON D,
LE BRETON DAVID,LEBRETON D,
CORBUSIER L,LECORBUSIER,
CORBUSIER LE,LECORBUSIER,
LE DOEUF MICHELE,LEDOEUFF M,
LE DOEUFF MICHE,LEDOEUFF M,
LE DOEUFF MICHELE,LEDOEUFF M,
MICHEL LEFEUVRE,LEFEUVRE M,
LE GOFF JAQUES,LEGOFF J,
LE GUERN M,LEGUERN M,
LEIBNEZ G W,LEIBNIZ G,
LEIBNITS GV,LEIBNIZ G,
LEIBNIZ,LEIBNIZ G,
LEIBNIZ F W,LEIBNIZ G,
LE MAGNEN J,LEMAGNEN J,
LE MAISTRE C,LEMAISTRE C,
LE MOIGNE J,LEMOIGNE J,
LE MOIGNE J L,LEMOIGNE J,
LE MOIGNE JL,LEMOIGNE J,
LE MOLI A,LEMOLI A,
LENIN WI,LENIN V,
LENINE VLADIMIR ILITCH,LENIN V,
LENINS,LENIN V,
LE POIDEVIN R,LEPOIDEVIN R,
LE POIDEVIN RD,LEPOIDEVIN R,
LE POIDEVIN ROBERT,LEPOIDEVIN R,
LE POIDEVIN ROBIN,LEPOIDEVIN R,
LE QUITTE SAMUEL,LEQUITTE S,
LE RIDER J,LERIDER J,
LE VAN QUYEN M,LEVANQUYEN M,
LE VAN QUYEN MICHEL,LEVANQUYEN M,
ECRIT,LEVINAS E,
ELVINAS E,LEVINAS E,
EMMANUEL L,LEVINAS E,
EMMANUEL LEVINAS,LEVINAS E,
EMMANYUEL LEVINAS PU,LEVINAS E,
EXISTENCE EXISTENTS,LEVINAS E,Levinas' book
LEVINA,LEVINAS E,
LEVINA E,LEVINAS E,
LEVINAS,LEVINAS E,
LEVINAS H,LEVINAS E,
LEVINAS I,LEVINAS E,
LEVINAS L,LEVINAS E,
LEVINAS V,LEVINAS E,
LEVINASS,LEVINAS E,
LEVINTAS EMMANUEL,LEVINAS E,
LEVJNAS E,LEVINAS E,
LIVINAS,LEVINAS E,
LENGER HJ EMMANUEL LEVINAS,LEVINAS E,
LVISTRAUSS CLAUDE,LEVISTRAUS C,
LEVI STRAUSS CLAUDE,LEVISTRAUSS C,
LEVI STROS KLOD,LEVISTRAUSS C,
LEVISRAUSS,LEVISTRAUSS C,
LEVISTRAUSS,LEVISTRAUSS C,
LEVISTRAUSS C,LEVISTRAUSS C,
LEVISTRAUSS CLAUDE,LEVISTRAUSS C,
LEVISTROS K,LEVISTRAUSS C,
LEVISTROS KLOD,LEVISTRAUSS C,
LEVY BRUHL L,LEVYBRUHL L,
LEWIS,LEWIS C,
LIMIDO HEULOT P,LIMIDOHEULET P,
LIMIDO-HEULOT P,LIMIDOHEULET P,
LINCOLN PRESIDENT ABRAHAM,LINCOLN A,
DAVID C,LINDBERG D,
LINGIS,LINGIS A,
ARTHUR LITTLE SJ,LITTLE A,
LOHMANN,LOHMANN H,
LOHMAR,LOHMAR D,
LOHMAR BRUCE DIETER,LOHMAR D,
LOHMAR H D,LOHMAR D,
LOMAR D,LOHMAR D,
LONERGAN,LONERGAN B,
LONGEAUX JM,LONGNEAUX J,
LOPEZ QUINTAS ALFONSO,LOPEZQUINTAS A,
LOPEZ SAENZ C,LOPEZSAENZ M,
LOPEZ SAENZ M C,LOPEZSAENZ M,
LOPEZ SAENZ MA CARMEN,LOPEZSAENZ M,
LOPEZ SAENZ MARIA CARMEN,LOPEZSAENZ M,
LOPEZ SAENZ MARIA DEL CARMEN,LOPEZSAENZ M,
LOPEZ SAENZ MC,LOPEZSAENZ M,
LOPEZ SANEZ M C,LOPEZSAENZ M,
LOPEZ SMC,LOPEZSAENZ M,
LPEZ SENZ M CARMEN,LOPEZSAENZ M,
MAX LOREAU PARUS,LOREAU M,
LOSEV,LOSEV A,
LOSSKY,LOSSKY N,
LOSSKII N,LOSSKY N,
LOSSKIJ N,LOSSKY N,
LOSSKIJ NO,LOSSKY N,
LOTZE,LOTZE H,
LUKRECIJUS,LUCRETIUS,
LUFTS,LUFT S,
LUKACS,LUKACS G,
LUKICS G,LUKACS G,
LUKASIEWICZ,LUKASIEWICZ J,
LUNDGREN GOTHLIN EVA,LUNDGRENGOTHLIN E,
LUTHER,LUTHER M,
MARTIN LUTHER,LUTHER M,
LYOTARD,LYOTARD J,
LYSSENKO VG,LYSENKO V,
MACCOBY,MACCOBY E,
MAC CUMHAILL C,MACCUMHAILL C,
CYNTHIA,MACDONALD C,
MACHIAVEL,MACHIAVELLI N,
MACKAY,MACKAY D,
MAC LANE S,MACLANE S,
BRENT MADISON GARY,MADISON G,
MAGEE,MAGEE G,
MAKKREEL,MAKKREEL R,
CATHERINE MALABOU,MALABOU C,
MAMARDASHVILI,MAMARDASHVILI M,
MAMARDASVILI M,MAMARDASHVILI M,
MANGANS B,MANGAN B,
MARANDOLA JR EDUARDO,MARANDOLA E,
HERBERT MARCUSE,MARCUSE H,
MARIN AVILA E,MARINAVILA E,
MARIN AVILA ESTEBAN,MARINAVILA E,
JEAN LUC MARION,MARION J,
JEANLUC M,MARION J,
JEANLUC MARION,MARION J,
MARION,MARION J,
MARITAIN,MARITAIN J,
MARX,MARX K,
MARX CARL,MARX K,
ISTI,MARX K,Citing marx's writings in polish
KARL M,MARX K,
MARX P,MARX K,
MCLELLAN D,MARX K,
BROCK MASON M,MASON B,
MASPERO,MASPERO H,
MATTE BLANCO I,MATTEBLANCO I,
MATURANAH,MATURANA H,
MAXIMUS THE CONFESSOR,MAXIMUS THE CONFESSOR ,
MCDOWELL,MCDOWELL J,
MAC DOWELL J A,MCDOWELL J,
MAC DOWELL JA,MCDOWELL J,
MACDOWELL J,MCDOWELL J,
MCLNROY M,MCINROY M,
MCLNTYRE R,MCINTYRE R,
MEAD H G,MEAD G,
MEADS GH,MEAD G,
MEIERKHOLD,MEIERKHOLD V,
MEILLASSOUX,MEILLASSOUX Q,
MEINONG,MEINONG A,
MELERO DE LA TORRE MC,MELERODELATORRE M,
MELO NETO JOAO CABRAL DE,MELONETO J,
MENCIUS BOOK,MENCIUS ,
MENDOZA-CANALES R,MENDOZACANALES R,
MENENDEZ OBARRI ROBERTO,MENENDEZOBARRI R,
MENKE,MENKE C,
MERKLINGER,MERKLINGER P,
DEMAUSS,MERLEAUPONTY M,
MAURICE,MERLEAUPONTY M,
MAURICE MERLEAU PONTY,MERLEAUPONTY M,
MAURICE MERLEAUPONTY,MERLEAUPONTY M,
MAURICE MP,MERLEAUPONTY M,
MELEAUPONTY M,MERLEAUPONTY M,
MEREAUPONTY M,MERLEAUPONTY M,
MERELAUPONTY M,MERLEAUPONTY M,
MERLAUPONTY M,MERLEAUPONTY M,
MERLAUPONTY MAURICE,MERLEAUPONTY M,
MERLEAPONTY M,MERLEAUPONTY M,
MERLEAU M,MERLEAUPONTY M,
MERLEAU PONTY,MERLEAUPONTY M,
MERLEAU PONTY M,MERLEAUPONTY M,
MERLEAU PONTY MAURICE,MERLEAUPONTY M,
MERLEAU-PONTY M,MERLEAUPONTY M,
MERLEAUPOLITY M,MERLEAUPONTY M,
MERLEAUPONLY M,MERLEAUPONTY M,
MERLEAUPONRY M,MERLEAUPONTY M,
MERLEAUPONT IN PRESS,MERLEAUPONTY M,
MERLEAUPONT M,MERLEAUPONTY M,
MERLEAUPONTY,MERLEAUPONTY M,
MERLEAUPONTY CF,MERLEAUPONTY M,
MERLEAUPONTY M,MERLEAUPONTY M,
MERLEAUPONTY MARCEL,MERLEAUPONTY M,
MERLEAUPONTY MAURICE,MERLEAUPONTY M,
MERLEAUPONTY MJ,MERLEAUPONTY M,
MERLEAUPONTY MORICE,MERLEAUPONTY M,
MERLEAUPONTY MV,MERLEAUPONTY M,
MERLEAUPONTY SIEHE,MERLEAUPONTY M,
MERLEAUPONTY SORBONN,MERLEAUPONTY M,
MERLEAUPONTY ZM,MERLEAUPONTY M,
MERLEAUPONTY ZR MAURICE,MERLEAUPONTY M,
MERLEAUPONTYHO,MERLEAUPONTY M,
MERLEAUPONTYM,MERLEAUPONTY M,
MERLEAUPONTYY M,MERLEAUPONTY M,
MERLEAUPORITY MAURICE,MERLEAUPONTY M,
MERLEUPONTY M,MERLEAUPONTY M,
MERLOPONTI,MERLEAUPONTY M,
MERLOPONTI M,MERLEAUPONTY M,
MERLOPONTY M,MERLEAUPONTY M,
PERLEAUPONTY M,MERLEAUPONTY M,
PHENOMENOLOGY PERCEP,MERLEAUPONTY M,
PONTY M,MERLEAUPONTY M,
PONTY MAURICE MERLEAU,MERLEAUPONTY M,
PONTY MERLEAU,MERLEAUPONTY M,
PONTY MM,MERLEAUPONTY M,
MERLOPONTI MORIS,MERLEUAPONTY M,
MKHELMAN,MICHELMAN F,
MICHOTTE VAN DEN BERCK ALBERT,MICHOTTE A,
MICHOTTE VAN DEN BERK A,MICHOTTE A,
MILBANK,MILBANK J,
MILL DS,MILL J,
MILLAN PA,MILLANPUELLES A,
MILLER,MILLER A,
MIRO QUESADA F,MIROQUESADA F,
MISCHEL,MISCHEL T,
MISHIMA,MISHIMA Y,
MITCHELL,MITCHELL S,
MOFFIT,MOFFIT T,
EZHEGODNIK PO FENOME,MOLCHANOV V,сследования no феноменологии сознания. [Rese
MOLDENAUER EVA,MOLDENHAUER E,
MOLIERE,MOLIERE J,
MONTAIGNE,MONTAIGNE M,
MORAN,MORAN D,
MOREAU DE TOURS J J,MOREAUDETOURS J,
MORENO MARQUEZ CESAR,MORENOMARQUEZ C,
MORENO MRQUEZ CSAR,MORENOMARQUEZ C,
MORENO PESTANA JOSE LUIS,MORENOPESTANA J,
MORON ARROYO CIRIACO,MORON C,
IAIN MORRISON,MORRISON I,
GLENN RMORROW,MORROW G,
DANIEL D,MOSLEY D,
MOTROSCHILOVA NV,MOTROSHILOVA N,
MOTROSILOVA NV,MOTROSHILOVA N,
MOTROSILOVA VN,MOTROSHILOVA N,
MOUILLE JEANMARC,MOUILLIE J,
MUBI BRIGHENTI A,MUBIBRIGHENTI A,
MUOZ TERRON JOSE MARIA,MUNOZTERRON J,
MURPHY,MURPHY M,
MUSABEGOVICA SADUDINA,MUSABEGOVIC S,
A CORRECTION,NA,Not a reference
A LUDW U FREIB HA,NA,Association
AA VV,NA,Reference mat
AA XV,NA,Reference mat
AAVV,NA,"Spanish for ""Various Authors"""
ABTEILUNG Z,NA,Reference mat
ADDITIONALLY COATES,NA,Probably a mistake
AG FRANC PRESS,NA,Publisher
AKAD AUSGABE,NA,Akademie Ausgabe
ALCOHOLICS ANONYMOUS,NA,Association
ALTAYA BARCELONA,NA,Publisher
AM AC PED,NA,Academy
AM PSYCH ASS,NA,Academy
AM SOC AESTH PLAS,NA,Academy
AMERICAN HERITAGE DICTIONARY,NA,Reference
AMERICAN PSYCHIATRIC ASSOCIATION,NA,Association
AMERICAN PSYCHIATRIC ASSOCIATION APA,NA,Association
ANCORA,NA,Pretty sure it's not a name.
ANONYMOUS,NA,
APA,NA,Reference
ARDAVIN E E MERINO,NA,Two different authors
ASNE,NA,Association
ASPINALL FOUNDATION,NA,Association
AUFTRAG DES TERESIANISCHEN KARMELS IN DEUTSCHLAND DURCH DAS INTERNATIONALE EDITHSTEININSTITUT WURZBURG,NA,Association
B O,NA,What is this
BAYER STAATSB MUN,NA,It's a library
BBC RADIO,NA,It's the BBC
BCPSG,NA,??
BERNARD,NA,Couldn't find which bernard this was
BIBLE,NA,
BIBLIOGRAFIA AMERICAN PSYCHIATRIC ASSOCIATION APA,NA,
BIBLIOTHEQUE NATIONALE DE FRANCE DEPARTMENT OF MANUSCRIPTS,NA,
BIESE,NA,Couldn't find reference in the paper
BOSSES,NA,couldnt find on paper
BOSTON CHANGE PROCESS GROUP,NA,Group
BULLETIN DE LINSTITUT SUPERIEUR DE PHILOSOPHIE,NA,publication
CENTERS FOR DISEASE CONTROL AND PREVENTION CDC,NA,the CDC
CENTRO REGIONAL DE INFORMACAO DAS NACOES UNIDASUNRIC,NA,Association
CHANDOGYA UPANISAD,NA,"This is a text, not an author"
CHKLOVSKI,NA,couldn't find this
CHRONOS,NA,weird reference
CIYUAN,NA,dictionary
CMV,NA,
CNN,NA,
COLABORADORES DE WIKIPEDIA,NA,wikipedia
COLECTIVO DEL LIBRO DE LA SALUD DE LAS MUJERES DE BOSTON,NA,association
COLLECTIF,NA,association
COMMUNICATION EVOLUT,NA,Association?
CONSEJO ECONOMICO Y SOCIAL,NA,Association
COUNCIL OF THE EUROPEAN UNION,NA,
CRITICISM KANTIAN,NA,
DADO ORIGINARIO NIVE,NA,phrase in portuguese
DANISH COUNC EHT,NA,Association
DEP HLTH,NA,british department of health
DEPARTMENT FOR EDUCATION AND SKILLS DFES,NA,
DEPARTMENT OF HEALTH,NA,
DEPARTMENT OF HEALTH AND SOCIAL CARE,NA,
DERS,NA,I think these are abbreviations
DERS VGL,NA,I think these are abbreviations
DIELSKRANZ,NA,name for presocratic things
DROOG DESIGN,NA,a design company?
DSMIVTR,NA,depression test
DUDENREDAKTION H,NA,DICTIONARY
EAD,NA,?
EAST SUSSEX PUBLIC HEALTH DEPARTMENT,NA,
EM,NA,impossible to find
EMERICH,NA,Couldnt find on paper
EN VOGUE,NA,
ENCYCLOPAEDIA BRITAN,NA,
ENZYKLOPADIE PHILOSO,NA,
ESSAIS N,NA,
ESSAYS IN PHILOSOPHY,NA,
ESSAYS ON THE PHILOSOPHY OF JAAKKO HINTIKKALLA,NA,
ESTA FRASE INTRO HUS,NA,phrase
ESW,NA,pretty sure this is an abbreviation
EUR UN,NA,
FACULDADE DEHONIANA,NA,
FACULTAD DE FILOSOFIA Y LETRAS DE LA UNIVERSIDAD CENTRAL,NA,
FENOMENOLOGIYA I EE,NA,
FILOSOFYI FRANTSII,NA,
FM,NA,
FOR MENT CAP WELL,NA,
FRANCAISE NOUVELLE REVUE,NA,magazine
FREEDOM AM,NA,Arthur Miller Freedom to Write Lecture
GA,NA,
GENERAL SYSTEMS,NA,
GP,NA,
HARV MED SCH,NA,
HEGELS IDEALISM SATI,NA,
HEGELS PHILOS SUBJEC,NA,
HEIDEGGER HUSSERL,NA,
HUMAN RIGHTS WATCH,NA,
HUSSERL DELEUZE,NA,
IASP,NA,
ID,NA,
INTERDISZIPLINARE ARBEITSGEMEINSCHAFT TIERETHIK,NA,
INTERNATIONAL ASSOCIATION FOR THE PHILOSOPHY OF SPORT,NA,
INTERNATIONAL SOCIETY FOR PRESENCE RESEARCH ISPR,NA,
INTERNET MOVIE DATA,NA,
IRRATIONAL GAMES,NA,
KANTGESELLSCHAFT,NA,
KANTIAN HEIDEGGERS,NA,
LEUVEN HUSSERLARCHIV,NA,
LEUVEN M,NA,
LIVED BODY VS GENDER,NA,
NATIONAL CENTER FOR HEALTH STATISTICS,NA,
NATIONAL COLLABORATING CENTRE FOR MENTAL HEALTH UK,NA,
NATIONAL INSTITUTE FOR MENTAL HEALTH IN ENGLAND,NA,
NATIONAL INSTITUTE OF MENTAL HEALTH NIMH,NA,
NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY IN U S DEPARTMENT OF COMMERCE,NA,
NIH,NA,
NORDRHEINWESTFALISCHEN AKADEMIE DER WISSENSCHAFTEN,NA,
OXF ENG DICT,NA,
RIC<DIPTHONG OE>UR PAUL,NA,
ROUTLEDGE,NA,
THE BOSTON CHANGE PROCESS STUDY GROUP,NA,
THE PEIRCE EDITION PROJECT,NA,
THE PHENOMENON OF LIFE,NA,
UNITED STATES CATHOLIC CONFERENCE,NA,
UNIVERSITE DE GRENOBLE,NA,
VATICAN COUNCIL II,NA,
WORK BASEDLEARNIN,NA,
WORLD COMMISSION ON ENVIRONMENT AND DEVELOPMENT,NA,
WORLD HEALTH ORGANIZATION,NA,
ZHAK DERRIDA V MOSKV,NA,
PPC,NA,
GORIZONT FENOMENOLOG,NA,JOURNAL
GUARDIAN THE,NA,
HARRIS,NA,
HELLENISTISCHEN MYST,NA,
HERMENEUTICS,NA,
HISTORY WRITING,NA,
JAANUS JAPANESE ARCHITECTURE AND ART NET USERS SYSTEM,NA,online dictionary
JACOBS,NA,
KATHA UPANISAD,NA,Upanisad text
LA MAISON DE METALLOS,NA,building
LAZARUS,NA,
LIBRARY TECHNOLOGY REPORTS,NA,Publication
LUCAN,NA,
M C,NA,
MANDUKYA UPANISAD,NA,
MARCEL,NA,
MCKEON WAS A PROFESSOR AT THE UNIVERSITY OF CHICAGO BUT HAD ALSO ADVISED UNESCO DURING THE YEARS,NA,
METAXU,NA,publication i think
METROPOLITAN NAHUM OF STRUMICA,NA,
NAGEL,NAGEL T,
NATASON M,NATANSON M,
NATORP,NATORP P,
NATORP B,NATORP P,
NATORP HP,NATORP P,
NENNON TH,NENON TH,
NENON,NENON TH,
FRIEDRICH NIETZSCHE,NIETZSCHE F,
NIETZSCHE,NIETZSCHE F,
NIETZSCHE E,NIETZSCHE F,
KITARB NISHIDA,NISHIDA K,
KITAREI NISHIDA,NISHIDA K,
KITARO N,NISHIDA K,
KITARO NISHIDA,NISHIDA K,
NIVISON,NIVISON D,
CH NORBERGSCHULZ,NORBERGSCHULZ C,
NOVALIS,NOVALIS,
FRIEDRICH VON HARDENBERG NOVALIS,NOVALIS,pseudonym
NOVALIS FRIEDRICH,NOVALIS,
NOVALIS FRIEDRICH VON HARDENBERG,NOVALIS,
MAURICE OC WALSHE,OCONNELLWALSHE M,
OLLMAN,OLLMAN B,
ORIGENE,ORIGEN,
ORIGENE VOIR,ORIGEN,
GASSET J,ORTEGAYGASSET J,
GASSET J ORTEGA Y,ORTEGAYGASSET J,
GASSET JO,ORTEGAYGASSET J,
GASSET JOSE ORTEGA Y,ORTEGAYGASSET J,
GASSET JOY,ORTEGAYGASSET J,
GASSET ORTEGA,ORTEGAYGASSET J,
ORTEGA,ORTEGAYGASSET J,
ORTEGA J,ORTEGAYGASSET J,
ORTEGA JOSE,ORTEGAYGASSET J,
ORTEGA V GASSET JOSE,ORTEGAYGASSET J,
ORTEGA Y GASSET J,ORTEGAYGASSET J,
ORTEGA Y GASSET JOSE,ORTEGAYGASSET J,
JOSE ORTEGA Y GASSET,ORTEGAYGASSET J,
CLAIRE HILL ORTIZ,ORTIZHILL C,
KENNT OTIS T,OTIS K,
ELISABETH PACHERIE,PACHERIE E,
PACI,PACI E,
GEOMETRICKEM DUCHU,PASCAL B,pascal's book
PASCAL,PASCAL B,
JAN PATOCKA,PATOCKA J,
JANPATOCKA,PATOCKA J,
PALOCKA J,PATOCKA J,
PATOCKOU J,PATOCKA J,
PATOEKA J,PATOCKA J,
PATOKA J,PATOCKA J,
PATOKA JAN,PATOCKA J,
KEGAN PAUL E R HUGHES PARA,PAUL K,
PAULUS,PAULUS H,
PEIRCE,PEIRCE C,
GARCIA PELAYO PEREZ,PEREZGARCIA P,
F PESS CO,PESSOA F,
PETITMENGINPEUGC,PETITMENGIN C,
PETITO J,PETITOT J,
PFANDER,PFANDER A,
PHILLIPSE H,PHILIPSE H,
PIAGET,PIAGET J,
DI G PIANA,PIANA G,
PICKSTOCK,PICKSTOCK C,
PINKARD,PINKARD T,
PINKART T,PINKARD T,
PIVECIC E,PIVCEVIC E,
PIVEVIC E,PIVCEVIC E,
PLANTINGA ,PLANTINGA A,
POLT ,POLT R,
FRANCIS,POPE FRANCIS,pope frnacis
POPPER R R,POPPER K,
DEPROUDHON V,PROUDHON P,
MARCEL PROUST,PROUST M,
ERICH,PRZYWARA E,
PYLUSHYN ZW,PYLYSHYN Z,
MICHAEL QUANTE,QUANTE M,
QUINE R,QUINE W,
QUINE V O,QUINE W,
QUINE VW,QUINE W,
KEBER E QUINONES,QUINONESKEBER E,
ELIZABETH RADCLIFFE,RADCLIFFE E,
RADL,RADL E,
RAHNER,RAHNER K,
RANG,RANG B,
DI S RAVAIOLI,RAVAIOLI S,
REINACH,REINACH A,
REINHOLD CL,REINHOLD K,
RESCHER,RESCHER N,
DE RICHIR CARTESIANISMO,RICHIR M,
MARC RICHIR,"RICHIR, M",
RICKERT,RICKERT H,
RICCEUR,RICOEUR P,
RICCEUR P,RICOEUR P,
RICCEUR PAR PAUL,RICOEUR P,
RICCEUR PAUL,RICOEUR P,
RICIUR P,RICOEUR P,
RICOEEUR PAUL,RICOEUR P,
RICOEUR,RICOEUR P,
PAUL RICCEUR,RICOUER R,
PAUL RICOEAUR,RICOUER R,
PAUL RICOEUR,RICOUER R,
PAUL RICOEUR P,RICOUER R,
RILKE,RILKE R ,
GONZALEZ RODRIGUEZARNAIZ GRACIANO R,RODRIGUEZARNAIZ G,
ROMANO,ROMANO C,
ROMBACH,ROMBACH H,
RORTY,RORTY R,
ROTY R,RORTY R,
ROSADOHADDOCK E G,ROSADOHADDOCK G,
ROSADOHADDOCK G,ROSADOHADDOCK G,
ROSENTAL,ROSENTAL S,
JEANJACQUES ROUSSEAU,ROUSSEAU J,
MORILLAS ALEJANDRO RUIZ,RUIZMORILLAS A,
BERTRAND RUSSELL,RUSSELL B,
RUSSON,RUSSON J,
RYLE,RYLE G,
EDWARD,SAID E,
BEING NOTHINGNESS,SARTRE J,
JEANPAUL SARTRE,SARTRE J,
SARTR Z,SARTRE J,
SARTR ZH  P,SARTRE J,
SARTR ZHP,SARTRE J,
SARTR ZP,SARTRE J,
SARTRE,SARTRE J,
SARTRE MERLEAUPONTY VIVANT,SARTRE J,
SARTRE P,SARTRE J,
SARTRE STATES,SARTRE J,
SARTRE ZJP,SARTRE J,
SARTRF JP,SARTRE J,
SASTRE JEAN PAUL,SARTRE J,
SATRE JP,SARTRE J,
SCHELER,SCHELER M,
SCHELER VON MARIA,SCHELER M,
SCHELLER MAX,SCHELER M,
SCHELLER MF,SCHELER M,
SHELER M,SCHELER M,
MAX SCHELER,SCHELER M,
SHELLING F V I,SCHELLING F,
SHELLING FVI,SCHELLING F,
WILHELM JOSEPH FRIEDRICH,SCHELLING F,
FRIEDRICH SCHILLER,SCHILLER F,
SCHILLER F,SCHILLER J,
SCHILLER FRIEDRICH,SCHILLER J,
SCHLEGEL A,SCHLEGEL A,
FRIEDRICH SCHLEIERMACHER,SCHLEIERMACHER F,
SCHLEIERRMACHER F,SCHLEIERMACHER F,
SCHLEIERMCHER FRIEDRICH,SCHLEIERRMACHER F,
ARTHUR,SCHOPENHAUER A,
