name,short.name,appearances,comment,changed.in.old,present.in.old
NAYAR P K,NAYAR P,1,NA,FALSE,TRUE
NAYDLER JEREMY,NAYDLER J,1,NA,FALSE,TRUE
NAYLOR A,NAYLOR A,1,NA,FALSE,TRUE
NAYLOR RH,NAYLOR R,1,NA,FALSE,TRUE
NAYMAN A,NAYMAN A,1,NA,FALSE,FALSE
NAZAROVA O,NAZAROVA O,8,NA,FALSE,TRUE
NAZMUTDINOV BV,NAZMUTDINOV B,1,NA,FALSE,TRUE
NCSAV,NCSAV,1,NA,FALSE,TRUE
NDIAYE K,NDIAYE K,1,NA,FALSE,TRUE
NEAGU RALUCA,NEAGU R,1,NA,FALSE,FALSE
NEALE S,NEALE S,1,NA,FALSE,TRUE
NEAMTU M,NEAMTU M,43,NA,FALSE,TRUE
NEAMTU MIHAIL,NEAMTU M,1,NA,FALSE,TRUE
NEANDER K,NEANDER K,10,NA,FALSE,TRUE
NEANDER KAREN,NEANDER K,1,NA,FALSE,TRUE
NEBEL G,NEBEL G,1,NA,FALSE,TRUE
NEBLETT WR,NEBLETT W,1,NA,FALSE,TRUE
NECAEV A,NECAEV A,1,NA,FALSE,TRUE
NECHVATAL J,NECHVATAL J,1,NA,FALSE,FALSE
NECKER LA,NECKER L,1,NA,FALSE,TRUE
NEDEL A,NEDEL A,2,NA,FALSE,TRUE
NEDEL ARKADY,NEDEL A,2,NA,FALSE,TRUE
NEDEL AY,NEDEL A,41,NA,FALSE,TRUE
NEDELEA J,NEDELEA J,26,NA,FALSE,TRUE
NEDELSKY J,NEDELSKY J,1,NA,FALSE,FALSE
NEDERMAN CJ,NEDERMAN C,1,NA,FALSE,TRUE
NEDIUKHA M P,NEDIUKHA M,1,NA,FALSE,TRUE
NEDO M,NEDO M,4,NA,FALSE,TRUE
NEDONCELLE M,NEDONCELLE M,1,NA,FALSE,TRUE
NEDONCELLE MAURICE,NEDONCELLE M,1,NA,FALSE,TRUE
NEE V,NEE V,1,NA,FALSE,TRUE
NEEB J,NEEB J,1,NA,FALSE,TRUE
NEEDHAM,NEEDHAM,1,NA,FALSE,TRUE
NEEDHAM J,NEEDHAM J,5,NA,FALSE,TRUE
NEEDHAM JOSEPH,NEEDHAM J,1,NA,FALSE,TRUE
NEEDLEMAN J,NEEDLEMAN J,5,NA,FALSE,TRUE
NEEDLEMAN JACOB,NEEDLEMAN J,1,NA,FALSE,TRUE
NEEF S,NEEF S,1,NA,FALSE,TRUE
NEELANDS J,NEELANDS J,1,NA,FALSE,FALSE
NEELEY GS,NEELEY G,1,NA,FALSE,FALSE
NEETHLING J,NEETHLING J,1,NA,FALSE,FALSE
NEF F,NEF F,1,NA,FALSE,TRUE
NEFF KJ,NEFF K,1,NA,FALSE,FALSE
NEGARESTANI REZA,NEGARESTANI R,1,NA,FALSE,TRUE
NEGAYAMA K,NEGAYAMA K,1,NA,FALSE,FALSE
NEGRETTO E,NEGRETTO E,18,NA,FALSE,TRUE
NEGRI A,NEGRI A,4,NA,FALSE,TRUE
NEGRI ANTIMO,NEGRI A,1,NA,FALSE,TRUE
NEGRI ANTONIO,NEGRI A,1,NA,FALSE,TRUE
NEGRI DE,NEGRI D,1,NA,FALSE,TRUE
NEGRIN L,NEGRIN L,2,NA,FALSE,FALSE
NEGRO A,NEGRO A,1,NA,FALSE,TRUE
NEGRO C,NEGRO C,1,NA,FALSE,TRUE
NEGRU T,NEGRU T,9,NA,FALSE,TRUE
NEGT O,NEGT O,2,NA,FALSE,TRUE
NEHAMAS A,NEHAMAS A,6,NA,FALSE,TRUE
NEHANIV CL,NEHANIV C,1,NA,FALSE,TRUE
NEHLS N,NEHLS N,1,NA,FALSE,FALSE
NEHRING A,NEHRING A,1,NA,FALSE,TRUE
NEIBUHR R,NEIBUHR R,1,NA,FALSE,TRUE
NEIHARDT JOHN G,NEIHARDT J,1,NA,FALSE,TRUE
NEILL ALEX,NEILL A,1,NA,FALSE,TRUE
NEILL J,NEILL J,1,NA,FALSE,FALSE
NEIMEYER RA,NEIMEYER R,1,NA,FALSE,TRUE
NEISSER HP,NEISSER H,1,NA,FALSE,TRUE
NEISSER J,NEISSER J,26,NA,FALSE,TRUE
NEISSER JOSEPH U,NEISSER J,1,NA,FALSE,TRUE
NEISSER U,NEISSER U,27,NA,FALSE,TRUE
NEISSER ULRICH,NEISSER U,1,NA,FALSE,FALSE
NEITZ J,NEITZ J,1,NA,FALSE,TRUE
NEITZ M,NEITZ M,1,NA,FALSE,TRUE
NEITZ MJ,NEITZ M,2,NA,FALSE,TRUE
NEJAD AG,NEJAD A,1,NA,FALSE,TRUE
NEKLLINGER KRISTIN,NEKLLINGER K,1,NA,FALSE,FALSE
NEL TERZO CAPITOLO,NEL T,1,NA,FALSE,FALSE
NELDER JA,NELDER J,1,NA,FALSE,TRUE
NELKIN D,NELKIN D,1,NA,FALSE,TRUE
NELKIN D K,NELKIN D,1,NA,FALSE,FALSE
NELKIN N,NELKIN N,5,NA,FALSE,TRUE
NELLAS PANAYIOTIS,NELLAS P,1,NA,FALSE,FALSE
NELLEN K,NELLEN K,3,NA,FALSE,TRUE
NELSON B,NELSON B,36,NA,FALSE,TRUE
NELSON BENJAMIN,NELSON B,1,NA,FALSE,TRUE
NELSON CA,NELSON C,1,NA,FALSE,TRUE
NELSON D R,NELSON D,1,NA,FALSE,FALSE
NELSON DL,NELSON D,1,NA,FALSE,TRUE
NELSON E,NELSON E,2,NA,FALSE,TRUE
NELSON E S,NELSON E,2,NA,FALSE,TRUE
NELSON ERIC,NELSON E,1,NA,FALSE,TRUE
NELSON ERIC S,NELSON E,4,NA,FALSE,TRUE
NELSON ERIC SEAN,NELSON E,1,NA,FALSE,TRUE
NELSON ES,NELSON E,55,NA,FALSE,TRUE
NELSON EVERETT JOHN,NELSON E,1,NA,FALSE,FALSE
NELSON HG,NELSON H,2,NA,FALSE,FALSE
NELSON J,NELSON J,1,NA,FALSE,FALSE
NELSON K,NELSON K,2,NA,FALSE,TRUE
NELSON L,NELSON L,2,NA,FALSE,TRUE
NELSON L H,NELSON L,1,NA,FALSE,FALSE
NELSON LEONARD,NELSON L,1,NA,FALSE,TRUE
NELSON LH,NELSON L,1,NA,FALSE,TRUE
NELSON T,NELSON T,1,NA,FALSE,FALSE
NEMAZEE ROWSHAN,NEMAZEE R,1,NA,FALSE,FALSE
NEMCIC J,NEMCIC J,1,NA,FALSE,TRUE
NEMEC J,NEMEC J,1,NA,FALSE,TRUE
NEMEC JOHN,NEMEC J,1,NA,FALSE,FALSE
NEMES S,NEMES S,26,NA,FALSE,TRUE
NEMETH T,NEMETH T,79,NA,FALSE,TRUE
NEMETH THOMAS,NEMETH T,3,NA,FALSE,TRUE
NEMIROW L,NEMIROW L,5,NA,FALSE,TRUE
NEMO PHILIPPE,NEMO P,3,NA,FALSE,TRUE
NEMO PHILLIPE,NEMO P,1,NA,FALSE,TRUE
NEMOV R,NEMOV R,1,NA,FALSE,TRUE
NENADIC N,NENADIC N,9,NA,FALSE,FALSE
NENADIC NATALIE,NENADIC N,1,NA,FALSE,FALSE
NENNON TH,NENNON T,1,NA,TRUE,TRUE
NENON,NENON,5,NA,TRUE,TRUE
NENON T,NENON T,69,NA,FALSE,TRUE
NENON TH,NENON T,1,NA,FALSE,TRUE
NENON THOMAS,NENON T,13,NA,FALSE,TRUE
NENON TJ,NENON T,5,NA,FALSE,TRUE
NENON TOM,NENON T,2,NA,FALSE,TRUE
NEO G,NEO G,1,NA,FALSE,TRUE
NEPPE VM,NEPPE V,2,NA,FALSE,TRUE
NERET G,NERET G,2,NA,FALSE,TRUE
NERHOT P,NERHOT P,1,NA,FALSE,TRUE
NERI DG,NERI D,1,NA,FALSE,TRUE
NERI G D,NERI G,2,NA,FALSE,TRUE
NERI GD,NERI G,5,NA,FALSE,TRUE
NERI GUIDO DAVIDE,NERI G,1,NA,FALSE,FALSE
NERI P,NERI P,1,NA,FALSE,TRUE
NERLICH B,NERLICH B,1,NA,FALSE,TRUE
NERLICH BRIGITTE,NERLICH B,1,NA,FALSE,FALSE
NERLICH G,NERLICH G,1,NA,FALSE,TRUE
NERLICH GRAHAM,NERLICH G,1,NA,FALSE,TRUE
NERSESSIAN N,NERSESSIAN N,1,NA,FALSE,TRUE
NERSESSIAN NANCY J,NERSESSIAN N,1,NA,FALSE,TRUE
NERSESSIAN NJ,NERSESSIAN N,2,NA,FALSE,TRUE
NERUDA P,NERUDA P,1,NA,FALSE,TRUE
NES A,NES A,15,NA,FALSE,TRUE
NES VAN A,NES V,1,NA,FALSE,TRUE
NESCHKEHENTSCHKA,NESCHKEHENTSCHKA,1,NA,FALSE,TRUE
NESHER DAN,NESHER D,1,NA,FALSE,TRUE
NESIC J,NESIC J,25,NA,FALSE,TRUE
NESKE G,NESKE G,1,NA,FALSE,TRUE
NESKE GUNTHER,NESKE G,1,NA,FALSE,FALSE
NESPOLO U,NESPOLO U,1,NA,FALSE,TRUE
NESPRAVA MV,NESPRAVA M,10,NA,FALSE,TRUE
NESSBIT K,NESSBIT K,1,NA,FALSE,TRUE
NESSE R,NESSE R,1,NA,FALSE,TRUE
NESTERUK AV,NESTERUK A,1,NA,FALSE,TRUE
NESTIEV I,NESTIEV I,1,NA,FALSE,TRUE
NETA R,NETA R,4,NA,FALSE,TRUE
NETHERCOTT FRANCES,NETHERCOTT F,1,NA,FALSE,TRUE
NETHERECOU F,NETHERECOU F,1,NA,FALSE,TRUE
NETHERY H A,NETHERY H,1,NA,FALSE,TRUE
NETHERY HA,NETHERY H,7,NA,FALSE,TRUE
NETTELTON S,NETTELTON S,1,NA,FALSE,TRUE
NETTL JP,NETTL J,1,NA,FALSE,TRUE
NETTL P,NETTL P,1,NA,FALSE,TRUE
NETTLE B,NETTLE B,1,NA,FALSE,TRUE
NETZ REVIEL,NETZ R,2,NA,FALSE,TRUE
NEU J,NEU J,6,NA,FALSE,TRUE
NEU P,NEU P,1,NA,FALSE,TRUE
NEUBAUER Z,NEUBAUER Z,1,NA,FALSE,TRUE
NEUBER SIMONE,NEUBER S,1,NA,FALSE,FALSE
NEUCKERMANS H,NEUCKERMANS H,1,NA,FALSE,TRUE
NEUFELD KARL HEINZ,NEUFELD K,1,NA,FALSE,TRUE
NEUFELDT VICTORIA,NEUFELDT V,1,NA,FALSE,TRUE
NEUHAUS J,NEUHAUS J,1,NA,FALSE,TRUE
NEUHOFF J G,NEUHOFF J,1,NA,FALSE,TRUE
NEUHOUSER F,NEUHOUSER F,14,NA,FALSE,TRUE
NEUHOUSER FRED,NEUHOUSER F,3,NA,FALSE,FALSE
NEUHOUSER FREDERIC,NEUHOUSER F,1,NA,FALSE,FALSE
NEUHOUSER FREDERICK,NEUHOUSER F,5,NA,FALSE,TRUE
NEUMAN DANIEL M,NEUMAN D,1,NA,FALSE,TRUE
NEUMAN RJ,NEUMAN R,1,NA,FALSE,TRUE
NEUMANN B,NEUMANN B,1,NA,FALSE,FALSE
NEUMANN ERICH,NEUMANN E,1,NA,FALSE,TRUE
NEUMANN GUNTHER,NEUMANN G,1,NA,FALSE,FALSE
NEUMANN H,NEUMANN H,6,NA,FALSE,FALSE
NEUMANN J V,NEUMANN J,1,NA,FALSE,FALSE
NEUMANN K,NEUMANN K,1,NA,FALSE,TRUE
NEUMANN K E,NEUMANN K,1,NA,FALSE,FALSE
NEUMANN SOTO HARDY,NEUMANN S,1,NA,FALSE,TRUE
NEUNER THOMAS,NEUNER T,1,NA,FALSE,TRUE
NEURATH O,NEURATH O,3,NA,FALSE,TRUE
NEURATH OTTO,NEURATH O,1,NA,FALSE,TRUE
NEUSNER J,NEUSNER J,1,NA,FALSE,FALSE
NEUSNER JACOB,NEUSNER J,1,NA,FALSE,TRUE
NEUSTAEDTER C,NEUSTAEDTER C,1,NA,FALSE,FALSE
NEUWIRT ANGELIKA,NEUWIRT A,1,NA,FALSE,TRUE
NEVILLE RC,NEVILLE R,15,NA,FALSE,TRUE
NEVILLE ROBERT,NEVILLE R,1,NA,FALSE,TRUE
NEVRO ASSAF,NEVRO A,1,NA,FALSE,TRUE
NEVSKIJ N A,NEVSKIJ N,1,NA,FALSE,FALSE
NEWALL M,NEWALL M,2,NA,FALSE,TRUE
NEWALL MICHAEL,NEWALL M,1,NA,FALSE,TRUE
NEWBERG A,NEWBERG A,1,NA,FALSE,FALSE
NEWBERG PR,NEWBERG P,1,NA,FALSE,FALSE
NEWBERRY AM,NEWBERRY A,34,NA,FALSE,FALSE
NEWCOMB A,NEWCOMB A,1,NA,FALSE,TRUE
NEWELL A,NEWELL A,7,NA,FALSE,TRUE
NEWELL ALLEN,NEWELL A,2,NA,FALSE,TRUE
NEWELL BR,NEWELL B,2,NA,FALSE,TRUE
NEWELL RW,NEWELL R,1,NA,FALSE,TRUE
NEWELL WR,NEWELL W,23,NA,FALSE,TRUE
NEWEN A,NEWEN A,7,NA,FALSE,TRUE
NEWHALL SM,NEWHALL S,1,NA,FALSE,TRUE
NEWHEISER DAVID,NEWHEISER D,1,NA,FALSE,TRUE
NEWLIN JW,NEWLIN J,1,NA,FALSE,FALSE
NEWMAN,NEWMAN,1,Todo,FALSE,TRUE
NEWMAN A,NEWMAN A,1,NA,FALSE,TRUE
NEWMAN B,NEWMAN B,1,NA,FALSE,TRUE
NEWMAN J,NEWMAN J,1,NA,FALSE,TRUE
NEWMAN J H,NEWMAN J,2,NA,FALSE,TRUE
NEWMAN J H C,NEWMAN J,1,NA,FALSE,TRUE
NEWMAN JH,NEWMAN J,2,NA,FALSE,TRUE
NEWMAN JOHN HENRY,NEWMAN J,4,NA,FALSE,TRUE
NEWMAN JR,NEWMAN J,1,NA,FALSE,FALSE
NEWMAN K,NEWMAN K,1,NA,FALSE,TRUE
NEWMAN KAREN,NEWMAN K,1,NA,FALSE,TRUE
NEWMAN LEX,NEWMAN L,1,NA,FALSE,TRUE
NEWMAN MHA,NEWMAN M,1,NA,FALSE,FALSE
NEWMAN O,NEWMAN O,1,NA,FALSE,TRUE
NEWMAN RJ,NEWMAN R,1,NA,FALSE,TRUE
NEWMAN SA,NEWMAN S,1,NA,FALSE,FALSE
NEWMANGORDON PAULINE,NEWMANGORDON P,1,NA,FALSE,FALSE
NEWMANNORLUND RD,NEWMANNORLUND R,1,NA,FALSE,TRUE
NEWMARK CS,NEWMARK C,1,NA,FALSE,TRUE
NEWTON ELIZABETH,NEWTON E,1,NA,FALSE,TRUE
NEWTON HUEY P,NEWTON H,1,NA,FALSE,TRUE
NEWTON I,NEWTON I,10,NA,FALSE,TRUE
NEWTON ISAAC,NEWTON I,4,NA,FALSE,TRUE
NEWTON JR,NEWTON J,1,NA,FALSE,FALSE
NEWTON N,NEWTON N,1,NA,FALSE,TRUE
NEWTONDEMOLINA D,NEWTONDEMOLINA D,1,NA,FALSE,TRUE
NEYER MA,NEYER M,1,NA,FALSE,TRUE
NEZNIK P,NEZNIK P,1,NA,FALSE,TRUE
NG ANNALYN,NG A,1,NA,FALSE,TRUE
NG CI,NG C,22,NA,FALSE,TRUE
NG J,NG J,1,NA,FALSE,TRUE
NG K,NG K,20,NA,FALSE,TRUE
NGAI S,NGAI S,1,NA,FALSE,TRUE
NGAI SIANNE,NGAI S,1,NA,FALSE,TRUE
NGATA H,NGATA H,1,NA,FALSE,TRUE
NGO H,NGO H,21,NA,FALSE,TRUE
NGUYEN C THI,NGUYEN C,1,NA,FALSE,FALSE
NGUYEN L,NGUYEN L,1,NA,FALSE,TRUE
NGUYEN TB,NGUYEN T,1,NA,FALSE,TRUE
NHAT HANH THICH,NHAT H,1,NA,FALSE,TRUE
NI L,NI L,11,NA,FALSE,TRUE
NI LIANGKANG,NI L,8,NA,FALSE,TRUE
NI LK,NI L,68,NA,FALSE,TRUE
NICA A,NICA A,1,NA,FALSE,TRUE
NICCOL A,NICCOL A,1,NA,FALSE,TRUE
NICCOL ANDREW,NICCOL A,1,NA,FALSE,TRUE
NICCOLINI C,NICCOLINI C,1,NA,FALSE,TRUE
NICE FRIDIH,NICE F,1,NA,FALSE,FALSE
NICE FRIDRIH,NICE F,1,NA,FALSE,FALSE
NICE R,NICE R,1,NA,FALSE,TRUE
NICE RICHARD,NICE R,1,NA,FALSE,TRUE
NICHANIAN MARC,NICHANIAN M,1,NA,FALSE,TRUE
NICHOL L,NICHOL L,1,NA,FALSE,TRUE
NICHOLAS JH,NICHOLAS J,1,NA,FALSE,TRUE
NICHOLL D,NICHOLL D,1,NA,FALSE,TRUE
NICHOLLS AR,NICHOLLS A,1,NA,FALSE,TRUE
NICHOLLS DA,NICHOLLS D,1,NA,FALSE,TRUE
NICHOLS,NICHOLS,1,NA,FALSE,FALSE
NICHOLS A,NICHOLS A,1,NA,FALSE,TRUE
NICHOLS AIDAN,NICHOLS A,1,NA,FALSE,TRUE
NICHOLS B,NICHOLS B,3,NA,FALSE,FALSE
NICHOLS BILL,NICHOLS B,2,NA,FALSE,TRUE
NICHOLS JR J H,NICHOLS J,1,NA,FALSE,FALSE
NICHOLS KA,NICHOLS K,1,NA,FALSE,TRUE
NICHOLS P,NICHOLS P,1,NA,FALSE,FALSE
NICHOLS S,NICHOLS S,26,NA,FALSE,TRUE
NICHOLS SHAUN,NICHOLS S,1,NA,FALSE,FALSE
NICHOLSON DJ,NICHOLSON D,2,NA,FALSE,TRUE
NICHOLSON GRAEME,NICHOLSON G,1,NA,FALSE,FALSE
NICHOLSON L,NICHOLSON L,1,NA,FALSE,TRUE
NICHOLSON PP,NICHOLSON P,1,NA,FALSE,FALSE
NICHOLSON S,NICHOLSON S,15,NA,FALSE,TRUE
NICHOLSONSMITH D,NICHOLSONSMITH D,1,NA,FALSE,TRUE
NICKEL B,NICKEL B,33,NA,FALSE,TRUE
NICKERSON RS,NICKERSON R,2,NA,FALSE,TRUE
NICOD J,NICOD J,2,NA,FALSE,TRUE
NICOL E,NICOL E,4,NA,FALSE,TRUE
NICOL EDUARDO,NICOL E,4,NA,FALSE,TRUE
NICOLACOPOULOS T,NICOLACOPOULOS T,6,NA,FALSE,FALSE
NICOLAI HARTMANN,NICOLAI H,1,NA,FALSE,FALSE
NICOLAIDES BECKY,NICOLAIDES B,1,NA,FALSE,FALSE
NICOLAS JA,NICOLAS J,1,NA,FALSE,TRUE
NICOLAS JUAN ANTONIO,NICOLAS J,1,NA,FALSE,TRUE
NICOLAS P,NICOLAS P,1,NA,FALSE,FALSE
NICOLAU MFA,NICOLAU M,11,NA,FALSE,FALSE
NICOLAUS V,NICOLAUS V,1,NA,FALSE,FALSE
NICOLESCU B,NICOLESCU B,1,NA,FALSE,FALSE
NICOLETTI MICHELE,NICOLETTI M,1,NA,FALSE,TRUE
NICOLIN F,NICOLIN F,2,NA,FALSE,TRUE
NICOLIN FRIEDHELM,NICOLIN F,5,NA,FALSE,TRUE
NICOLIN GUNTHER,NICOLIN G,1,NA,FALSE,FALSE
NICOLINI D,NICOLINI D,1,NA,FALSE,TRUE
NICOTRA A,NICOTRA A,1,NA,FALSE,TRUE
NICOUS G,NICOUS G,1,NA,FALSE,TRUE
NIDA-RUMELIN M,NIDA,36,NA,FALSE,TRUE
NIDARUMELIN J,NIDARUMELIN J,2,NA,FALSE,TRUE
NIDARUMELIN M,NIDARUMELIN M,9,NA,FALSE,TRUE
NIDARUMELIN MARTINE,NIDARUMELIN M,3,NA,FALSE,TRUE
NIDLMAN DZH,NIDLMAN D,1,NA,FALSE,TRUE
NIEBAUER CL,NIEBAUER C,1,NA,FALSE,TRUE
NIEBERDING W,NIEBERDING W,1,NA,FALSE,FALSE
NIEDENTHAL P M,NIEDENTHAL P,2,NA,FALSE,TRUE
NIEDENTHAL PM,NIEDENTHAL P,6,NA,FALSE,TRUE
NIEDEREE R,NIEDEREE R,1,NA,FALSE,TRUE
NIEHUESPROBSTINH,NIEHUESPROBSTINH,1,NA,FALSE,TRUE
NIEL H,NIEL H,3,NA,FALSE,TRUE
NIEL L,NIEL L,41,NA,FALSE,TRUE
NIEL LI,NIEL L,1,NA,FALSE,TRUE
NIEL LUIS,NIEL L,1,NA,FALSE,FALSE
NIELSBERG JA,NIELSBERG J,1,NA,FALSE,FALSE
NIELSEN C,NIELSEN C,2,NA,FALSE,TRUE
NIELSEN CATHRIN,NIELSEN C,6,NA,FALSE,TRUE
NIELSEN G M,NIELSEN G,1,NA,FALSE,TRUE
NIELSEN HA,NIELSEN H,1,NA,FALSE,TRUE
NIELSEN JM,NIELSEN J,1,NA,FALSE,FALSE
NIELSEN K,NIELSEN K,4,NA,FALSE,TRUE
NIELSEN K M,NIELSEN K,1,NA,FALSE,TRUE
NIELSEN L,NIELSEN L,1,NA,FALSE,TRUE
NIELSEN M,NIELSEN M,1,NA,FALSE,FALSE
NIELSEN O F,NIELSEN O,1,NA,FALSE,FALSE
NIELSEN T,NIELSEN T,1,NA,FALSE,TRUE
NIELSEN T A,NIELSEN T,2,NA,FALSE,TRUE
NIELSEN TA,NIELSEN T,2,NA,FALSE,TRUE
NIELSEN TI,NIELSEN T,2,NA,FALSE,TRUE
NIELSON HEATHER,NIELSON H,1,NA,FALSE,TRUE
NIELSON J M,NIELSON J,1,NA,FALSE,TRUE
NIELSON JB,NIELSON J,1,NA,FALSE,TRUE
NIELSON MA,NIELSON M,1,NA,FALSE,FALSE
NIELZEN S,NIELZEN S,1,NA,FALSE,FALSE
NIEMAN DR,NIEMAN D,1,NA,FALSE,FALSE
NIEMAN S,NIEMAN S,1,NA,FALSE,TRUE
NIEMEYER,NIEMEYER,1,NA,FALSE,TRUE
NIEMEYER M,NIEMEYER M,1,NA,FALSE,TRUE
NIEMOCZYNSKI L,NIEMOCZYNSKI L,32,NA,FALSE,FALSE
NIEMOCZYNSKI LEON,NIEMOCZYNSKI L,1,NA,FALSE,FALSE
NIENTIED M,NIENTIED M,1,NA,FALSE,TRUE
NIERATSCHKER VANESSA,NIERATSCHKER V,1,NA,FALSE,TRUE
NIERMEYER JF,NIERMEYER J,1,NA,FALSE,TRUE
NIETHAMMER,NIETHAMMER,1,NA,FALSE,TRUE
NIETHAMMER F,NIETHAMMER F,1,NA,FALSE,TRUE
NIETHAMMER FI,NIETHAMMER F,1,NA,FALSE,FALSE
NIETO EF,NIETO E,10,NA,FALSE,FALSE
NIETO S,NIETO S,1,NA,FALSE,FALSE
NIETZSCHE,NIETZSCHE,5,NA,TRUE,TRUE
NIETZSCHE E,NIETZSCHE E,1,NA,TRUE,TRUE
NIETZSCHE ET AL FRIEDRICH,NIETZSCHE E,1,NA,FALSE,FALSE
NIETZSCHE F,NIETZSCHE F,125,NA,FALSE,TRUE
NIETZSCHE F W,NIETZSCHE F,6,NA,FALSE,TRUE
NIETZSCHE FEDERICO,NIETZSCHE F,4,NA,FALSE,TRUE
NIETZSCHE FR,NIETZSCHE F,2,NA,FALSE,FALSE
NIETZSCHE FREDERICH,NIETZSCHE F,1,NA,FALSE,FALSE
NIETZSCHE FRIEDRICH,NIETZSCHE F,81,NA,FALSE,TRUE
NIETZSCHE FRIEDRICH MENSCHLICHES,NIETZSCHE F,1,NA,FALSE,TRUE
NIETZSCHE FRIEDRICH WILHELM,NIETZSCHE F,2,NA,FALSE,TRUE
NIETZSCHE FW,NIETZSCHE F,3,NA,FALSE,TRUE
NIEUWENBURG P,NIEUWENBURG P,1,NA,FALSE,TRUE
NIEUWENHUYS R,NIEUWENHUYS R,1,NA,FALSE,TRUE
NIEUWENHUYSE B,NIEUWENHUYSE B,1,NA,FALSE,TRUE
NIEUWLAND MS,NIEUWLAND M,1,NA,FALSE,TRUE
NIGG JT,NIGG J,1,NA,FALSE,TRUE
NIGHTINGALE A W,NIGHTINGALE A,1,NA,FALSE,TRUE
NIGHTINGALE ANDREAWILSON,NIGHTINGALE A,1,NA,FALSE,FALSE
NIGRO G,NIGRO G,1,NA,FALSE,FALSE
NIGRO R,NIGRO R,1,NA,FALSE,FALSE
NIGRO ROBERTO,NIGRO R,1,NA,FALSE,TRUE
NIH,NIH,1,NA,TRUE,TRUE
NIIKAWA T,NIIKAWA T,66,NA,FALSE,TRUE
NIIKAWA TAKUYA,NIIKAWA T,1,NA,FALSE,TRUE
NIJBOER F,NIJBOER F,1,NA,FALSE,TRUE
NIJHAWAN R,NIJHAWAN R,1,NA,FALSE,TRUE
NIJHOFF,NIJHOFF,2,NA,FALSE,TRUE
NIJHOFF M,NIJHOFF M,2,NA,FALSE,TRUE
NIJHOFF MARTINUS,NIJHOFF M,3,NA,FALSE,TRUE
NIJO Y,NIJO Y,1,NA,FALSE,TRUE
NIJS J,NIJS J,1,NA,FALSE,TRUE
NIKAYA ANGUTTARA,NIKAYA A,1,NA,FALSE,FALSE
NIKAYA SAMYUTTA,NIKAYA S,1,NA,FALSE,FALSE
NIKHILANANDA,NIKHILANANDA,1,NA,FALSE,TRUE
NIKIFOROV AL,NIKIFOROV A,2,NA,FALSE,TRUE
NIKITENKO AV,NIKITENKO A,1,NA,FALSE,TRUE
NIKKHAH R,NIKKHAH R,1,NA,FALSE,TRUE
NIKLAS KJ,NIKLAS K,1,NA,FALSE,FALSE
NIKOLAKAKI M,NIKOLAKAKI M,1,NA,FALSE,TRUE
NIKOLCHINA M,NIKOLCHINA M,1,NA,FALSE,FALSE
NIKOLI H,NIKOLI H,1,NA,FALSE,FALSE
NIKOLIC H,NIKOLIC H,1,NA,FALSE,FALSE
NIKOLIC O,NIKOLIC O,27,NA,FALSE,TRUE
NIKOLIN G,NIKOLIN G,1,NA,FALSE,FALSE
NIKOLOUWALKER E,NIKOLOUWALKER E,1,NA,FALSE,TRUE
NIKOLOVA N,NIKOLOVA N,1,NA,FALSE,FALSE
NIKOLSKY SA,NIKOLSKY S,1,NA,FALSE,TRUE
NIKONENKO S,NIKONENKO S,30,NA,FALSE,TRUE
NIKSIRAT A,NIKSIRAT A,8,NA,FALSE,TRUE
NIKULIN D,NIKULIN D,1,NA,FALSE,TRUE
NIKULIN DMITRI,NIKULIN D,1,NA,FALSE,TRUE
NILSSON CH,NILSSON C,1,NA,FALSE,TRUE
NILSSON M P,NILSSON M,1,NA,FALSE,FALSE
NILSSON N J,NILSSON N,2,NA,FALSE,FALSE
NILSSON PETER,NILSSON P,1,NA,FALSE,FALSE
NILSSON TH,NILSSON T,1,NA,FALSE,TRUE
NILUS ANCYRA,NILUS A,1,NA,FALSE,TRUE
NIMMO PT,NIMMO P,1,NA,FALSE,FALSE
NINAN D,NINAN D,1,NA,FALSE,FALSE
NINO C,NINO C,1,NA,FALSE,FALSE
NINO CARLOS SANTIAGO,NINO C,1,NA,FALSE,FALSE
NINO D,NINO D,1,NA,FALSE,TRUE
NIR Y,NIR Y,4,NA,FALSE,TRUE
NIRENBERG D,NIRENBERG D,1,NA,FALSE,TRUE
NIRENBERG DAVID,NIRENBERG D,1,NA,FALSE,TRUE
NIRENBURG S,NIRENBURG S,1,NA,FALSE,TRUE
NISBET H B,NISBET H,1,NA,FALSE,TRUE
NISBETT R E,NISBETT R,1,NA,FALSE,FALSE
NISBETT RE,NISBETT R,19,NA,FALSE,TRUE
NISHIDA K,NISHIDA K,6,NA,FALSE,TRUE
NISHIDA KITARO,NISHIDA K,5,NA,FALSE,TRUE
NISHIGAMI T,NISHIGAMI T,1,NA,FALSE,TRUE
NISHIJIMA GUDO,NISHIJIMA G,1,NA,FALSE,TRUE
NISHITANI K,NISHITANI K,4,NA,FALSE,FALSE
NISHITANI KEIJI,NISHITANI K,2,NA,FALSE,TRUE
NISHITANI KITARO,NISHITANI K,1,NA,FALSE,FALSE
NISSENBAUM H,NISSENBAUM H,2,NA,FALSE,TRUE
NISSIM R,NISSIM R,1,NA,FALSE,TRUE
NITA ADRIAN,NITA A,1,NA,FALSE,TRUE
NITSCHE M,NITSCHE M,24,NA,FALSE,TRUE
